hs6,name,,,,,,,,,,,,,
121299,"""Locust beans&sugar cane(excl. of 1212.91)",,,,,,,,,,,,,
121300,Cereal straw & husks,,,,,,,,,,,,,
121410,Lucerne (alfalfa) meal & pellets;,,,,,,,,,,,,,
121490,Swedes,,,,,,,,,,,,,
130120,Gum Arabic;,,,,,,,,,,,,,
130190,"""Lac; Natural gums (excl. of 1301.20)",,,,,,,,,,,,,
130211,Opium;,,,,,,,,,,,,,
130212,Saps & extracts of liquorice;,,,,,,,,,,,,,
130213,Saps & extracts of hops;,,,,,,,,,,,,,
130219,Vegetable saps & extracts (excl. of 1302.11-1302.13);,,,,,,,,,,,,,
130220,Pectic substance,,,,,,,,,,,,,
130231,Agar-agar;,,,,,,,,,,,,,
130232,Mucilages & thickeners,,,,,,,,,,,,,
130239,Mucilages & thickeners (excl. of 1302.31 & 1301.32),,,,,,,,,,,,,
140110,Bamboos;,,,,,,,,,,,,,
140120,Rattans;,,,,,,,,,,,,,
140190,Vetegable materials other than bamboos & rattans,,,,,,,,,,,,,
140420,Cotton linters;,,,,,,,,,,,,,
140490,Vegetable products.(excl. of 1404.20),,,,,,,,,,,,,
150100,Pig fat,,,,,,,,,,,,,
150200,Fats of bovine animals/sheep/goats,,,,,,,,,,,,,
150300,Lard stearin,,,,,,,,,,,,,
150410,Fish-liver oils & their fractions,,,,,,,,,,,,,
150420,Fats & oils & their fractions,,,,,,,,,,,,,
150430,Fats & oils & their fractions,,,,,,,,,,,,,
150500,Wool grease & fatty substance derived therefrom,,,,,,,,,,,,,
150600,Animal fats & oils & fractions thereof (excl. of 1501.00-1505.00),,,,,,,,,,,,,
150710,Soya bean oil,,,,,,,,,,,,,
150790,Soya bean oil,,,,,,,,,,,,,
150810,Ground-nut oil,,,,,,,,,,,,,
150890,Ground-nut oil,,,,,,,,,,,,,
150910,Olive oil,,,,,,,,,,,,,
150990,Olive oil (excl. crude & virgin) & fractions thereof ,,,,,,,,,,,,,
151000,Oils & fractions thereof ,,,,,,,,,,,,,
151110,Palm oil,,,,,,,,,,,,,
151190,Palm oil,,,,,,,,,,,,,
151211,Sunflower seed/safflower oil,,,,,,,,,,,,,
151219,Sunflower seed/safflower oil,,,,,,,,,,,,,
151221,Cotton seed oil,,,,,,,,,,,,,
151229,Cotton seed oil,,,,,,,,,,,,,
151311,Coconut (copra) oil,,,,,,,,,,,,,
151319,Coconut (copra) oil,,,,,,,,,,,,,
151321,Palm kernel/babassu oil,,,,,,,,,,,,,
151329,Palm kernel/babassu oil,,,,,,,,,,,,,
151411,Low erucic acid rape/colza oil,,,,,,,,,,,,,
151419,Low erucic acid rape/colza oil,,,,,,,,,,,,,
151491,Rape/colza oil (excl. low erucic acid oil) & mustard oil,,,,,,,,,,,,,
151499,Rape/colza oil (excl. low erucic acid oil) & mustard oil,,,,,,,,,,,,,
151511,Linseed oil,,,,,,,,,,,,,
151519,Linseed oil,,,,,,,,,,,,,
151521,Maize (corn) oil,,,,,,,,,,,,,
151529,Maize (corn) oil,,,,,,,,,,,,,
151530,Castor oil & fractions thereof ,,,,,,,,,,,,,
151550,Sesame oil & fractions thereof ,,,,,,,,,,,,,
151590,Fixed vegatable fats & oils (excl. of 1515.11-1515.50,,,,,,,,,,,,,
151610,Animal fats & oils & fractions thereof ,,,,,,,,,,,,,
151620,Vegetable fats & oils & fractions thereof ,,,,,,,,,,,,,
151710,Margarine (excl. liquid margarine);,,,,,,,,,,,,,
151790,Edible mixtures/preparations of animal/vegetable fats/oils/fractions of dif,,,,,,,,,,,,,
151800,"""Animal/vegetable fats & oils & their fractions",,,,,,,,,,,,,
152000,"""Glycerol",,,,,,,,,,,,,
152110,Vegetable waxes,,,,,,,,,,,,,
152190,Beeswax,,,,,,,,,,,,,
152200,"""Degras; residues resulting from the treatment of fatty substance/animal wa",,,,,,,,,,,,,
160100,"""Sausages & similar products",,,,,,,,,,,,,
160210,Homogenised preparations of prepared/preserved meat/meat offal;,,,,,,,,,,,,,
160220,Prepared/preserved preparations of liver of any animal;,,,,,,,,,,,,,
160231,Prepared/preserved preparations of turkey (excl. homogenised preparations);,,,,,,,,,,,,,
160232,Prepared/preserved preparations of fowls of the genus Gallus domesticus (ex,,,,,,,,,,,,,
160239,Prepared/preserved preparations of fowls of 01.05 (excl. turkey & fowls of ,,,,,,,,,,,,,
160241,Hams & cuts thereof;,,,,,,,,,,,,,
160242,Shoulders of swine & cuts thereof;,,,,,,,,,,,,,
160249,Prepared/preserved preparations of swine (excl. of 1602.41,,,,,,,,,,,,,
160250,Prepared/preserved preparations of bovine animals (excl. homogenised prepar,,,,,,,,,,,,,
160290,Preparations of prepared/preserved meat (excl. of 1602.10-1602.50),,,,,,,,,,,,,
160300,Extracts & juices of meat/fish/crustaceans/molluscs/other aquatic invertebr,,,,,,,,,,,,,
160411,Salmon,,,,,,,,,,,,,
160412,Herrings,,,,,,,,,,,,,
160413,Sardines,,,,,,,,,,,,,
160414,Tunas,,,,,,,,,,,,,
160415,Mackerel,,,,,,,,,,,,,
160416,Anchovies,,,,,,,,,,,,,
160419,Fish (excl. of 1604.11-1604.16),,,,,,,,,,,,,
160420,Prepared/preserved fish other than whole/in pieces;,,,,,,,,,,,,,
160430,Caviar & caviar substitutes prepared from fish eggs;,,,,,,,,,,,,,
160510,Crab,,,,,,,,,,,,,
160520,Shrimps & prawns,,,,,,,,,,,,,
160530,Lobster,,,,,,,,,,,,,
160540,Crustaceans other than crab,,,,,,,,,,,,,
160590,Molluscs & other aquatic invertegrates,,,,,,,,,,,,,
170111,Cane sugar,,,,,,,,,,,,,
170112,Beet sugar,,,,,,,,,,,,,
170191,Cane/beet sugar & chemically pure sucrose,,,,,,,,,,,,,
170199,Cane/beet sugar & chemically pure sucrose,,,,,,,,,,,,,
170211,Lactose & lactose syrup,,,,,,,,,,,,,
170219,Lactose & lactose syrup,,,,,,,,,,,,,
170220,Maple sugar & maple syrup;,,,,,,,,,,,,,
170230,Glucose & glucose syrup,,,,,,,,,,,,,
170240,Glucose & glucose syrup,,,,,,,,,,,,,
170250,Chemically pure fructose;,,,,,,,,,,,,,
170260,Fructose (excl. chemically pure fructose) & fructose syrup,,,,,,,,,,,,,
170290,Sugars,,,,,,,,,,,,,
170310,Cane molasses;,,,,,,,,,,,,,
170390,Molasses,,,,,,,,,,,,,
170410,Chewing gum,,,,,,,,,,,,,
170490,Sugar confectionery other than chewing gum (incl. white chocolate),,,,,,,,,,,,,
180100,Cocoa beans,,,,,,,,,,,,,
180200,Cocoa shells,,,,,,,,,,,,,
180310,Cocoa paste,,,,,,,,,,,,,
180320,Cocoa paste,,,,,,,,,,,,,
180400,Cocoa butter,,,,,,,,,,,,,
180500,Cocoa powder,,,,,,,,,,,,,
180610,Cocoa powder,,,,,,,,,,,,,
180620,Chocolate & other food preparations containing cocoa (excl. of 1803.10-1806,,,,,,,,,,,,,
180631,Chocolate & other food preparations containing cocoa,,,,,,,,,,,,,
180632,Chocolate & other food preparations containing cocoa,,,,,,,,,,,,,
180690,Chocolate & other food preparations containing cocoa (excl. of 1806.20-1806,,,,,,,,,,,,,
190110,Preparations for infant use,,,,,,,,,,,,,
190120,Mixes & doughs for the preparation of bakers' wares of 19.05;,,,,,,,,,,,,,
190190,"""Malt extract; food preparations of flour/groats/meal/starch/malt extact",,,,,,,,,,,,,
190211,Uncooked pasta,,,,,,,,,,,,,
190219,Uncooked pasta,,,,,,,,,,,,,
190220,Stuffed pasta,,,,,,,,,,,,,
190230,Pasta (excl. of 1902.11-1902.20);,,,,,,,,,,,,,
190240,Couscous;,,,,,,,,,,,,,
190300,Tapioca & substitutes therefor prepared from starch,,,,,,,,,,,,,
190410,Prepared foods obt. by the swelling/roasting of cereals/cereal products;,,,,,,,,,,,,,
190420,Prepared foods obt. from unroasted cereal flakes/mixtures of unroasted cere,,,,,,,,,,,,,
190430,Bulgur wheat;,,,,,,,,,,,,,
190490,Cereals other than maize (corn) in grain form/in the form of flakes/other w,,,,,,,,,,,,,
190510,Crispbread;,,,,,,,,,,,,,
190520,Gingerbread&the like;,,,,,,,,,,,,,
190531,Sweet biscuits;,,,,,,,,,,,,,
190532,Waffles & wafers;,,,,,,,,,,,,,
190540,Rusks,,,,,,,,,,,,,
190590,"""Bread",,,,,,,,,,,,,
200110,Cucumbers & gherkins,,,,,,,,,,,,,
200190,Vegetables,,,,,,,,,,,,,
200210,Tomatoes,,,,,,,,,,,,,
200290,Tomatoes,,,,,,,,,,,,,
200310,Mushrooms of the genus Agaricus,,,,,,,,,,,,,
200320,Truffles,,,,,,,,,,,,,
200390,Mushrooms other than of the genus Agaricus,,,,,,,,,,,,,
200410,Potatoes,,,,,,,,,,,,,
200490,Vegetables & mixtures of vegetables,,,,,,,,,,,,,
200510,Homogenised vegetables,,,,,,,,,,,,,
200520,Potatoes,,,,,,,,,,,,,
200540,Peas (Pisum sativum),,,,,,,,,,,,,
200551,Beans (Vigna spp.,,,,,,,,,,,,,
200559,Beans (excl. Vigna spp.,,,,,,,,,,,,,
200560,Asparagus,,,,,,,,,,,,,
200570,Olives,,,,,,,,,,,,,
200580,Sweet corn (Zea mays var. saccharata),,,,,,,,,,,,,
200591,Bamboo shoots,,,,,,,,,,,,,
200599,Vegetables & mixtures of vegetables (excl. of 2005.10-2005.91),,,,,,,,,,,,,
200600,Vegetables,,,,,,,,,,,,,
200710,Homogenised preparations of fruits/nuts,,,,,,,,,,,,,
200791,Citrus fruit preparations (excl. homogenized),,,,,,,,,,,,,
200799,"""Preparations of fruit (excl. citrus fruit; excl. homogenized)",,,,,,,,,,,,,
200811,Ground-nuts,,,,,,,,,,,,,
200819,Nuts (excl. ground-nuts),,,,,,,,,,,,,
200820,Pineapples,,,,,,,,,,,,,
200830,Citrus fruit,,,,,,,,,,,,,
200840,Pears,,,,,,,,,,,,,
200850,Apricots,,,,,,,,,,,,,
200860,Cherries,,,,,,,,,,,,,
200870,Peaches,,,,,,,,,,,,,
200880,Strawberries,,,,,,,,,,,,,
200891,Palm hearts,,,,,,,,,,,,,
200892,Mixtures of edible parts of plants (excl. of 2008.19),,,,,,,,,,,,,
200899,Edible parts of plants,,,,,,,,,,,,,
200911,Orange juice,,,,,,,,,,,,,
200912,Orange juice,,,,,,,,,,,,,
200919,Orange juice,,,,,,,,,,,,,
200921,Grapefruit juice,,,,,,,,,,,,,
200929,Grapefruit juice (excl. of 2009.21),,,,,,,,,,,,,
200931,Juice of any single citrus fruit other than orange/grapefruit,,,,,,,,,,,,,
200939,Juice of any single citrus fruit other than orange/grapefruit (excl. of 200,,,,,,,,,,,,,
200941,Pineapple juice,,,,,,,,,,,,,
200949,Pineapple juice (excl. of 2009.41),,,,,,,,,,,,,
200950,Tomato juice,,,,,,,,,,,,,
200961,Grape juice,,,,,,,,,,,,,
200969,Grape juice,,,,,,,,,,,,,
200971,Apple juice,,,,,,,,,,,,,
200979,Apple juice (excl. of 2009.71),,,,,,,,,,,,,
200980,Juice of any single fruit/vegetable (excl. of 2009.11-2009.79),,,,,,,,,,,,,
200990,Mixtures of juices,,,,,,,,,,,,,
210111,Extracts,,,,,,,,,,,,,
210112,Preparations with a basis of extracts/essences/concentrates of coffee/with ,,,,,,,,,,,,,
210120,Extracts,,,,,,,,,,,,,
210130,Roasted chicory & other roasted coffee substitutes,,,,,,,,,,,,,
210210,Active yeasts;,,,,,,,,,,,,,
210220,"""Inactive yeasts; other single-cell micro-organisms",,,,,,,,,,,,,
210230,Prepared baking powders;,,,,,,,,,,,,,
210310,Soya sauce;,,,,,,,,,,,,,
210320,Tomato ketchup & other tomato sauces;,,,,,,,,,,,,,
210330,Mustard flour & meal & prepared mustard;,,,,,,,,,,,,,
210390,"""Sauces & preparations therefor",,,,,,,,,,,,,
210410,Soups & broths & preparations therefor;,,,,,,,,,,,,,
210420,Homogenised composite food preparations;,,,,,,,,,,,,,
210500,Ice cream & other edible ice,,,,,,,,,,,,,
210610,Protein concentrates & textured protein substance;,,,,,,,,,,,,,
210690,Food preparations,,,,,,,,,,,,,
220110,Mineral waters (natural/artificial) & aerated waters,,,,,,,,,,,,,
220190,Ice & snow;,,,,,,,,,,,,,
220210,Waters,,,,,,,,,,,,,
220290,Non-alcoholic beverages other than waters of 2202.10 (not incl. fruit/veget,,,,,,,,,,,,,
220300,Beer made from malt;,,,,,,,,,,,,,
220410,Sparkling wine of fresh grapes;,,,,,,,,,,,,,
220421,"""Wine other than sparkling wine of fresh grapes",,,,,,,,,,,,,
220429,"""Wine other than sparkling wine of fresh grapes",,,,,,,,,,,,,
220430,Grape must (excl. of 20.09);,,,,,,,,,,,,,
220510,Vermouth & other wine of fresh grapes flavoured with plants/aromatic substa,,,,,,,,,,,,,
220590,Vermouth & other wine of fresh grapes flavoured with plants/aromatic substa,,,,,,,,,,,,,
220600,"""Fermented beverages (e.g.",,,,,,,,,,,,,
220710,Undenatured ethyl alcohol of an alcoholic strength by volume of 80% vol.;,,,,,,,,,,,,,
220720,Ethyl alcohol & other spirits,,,,,,,,,,,,,
220820,Spirits obt. by distilling grape wine/grape marc;,,,,,,,,,,,,,
220830,Whiskies;,,,,,,,,,,,,,
220840,Rum & tafia;,,,,,,,,,,,,,
220850,Gin & Geneva;,,,,,,,,,,,,,
220860,Vodka;,,,,,,,,,,,,,
220870,Liqueurs & cordials;,,,,,,,,,,,,,
220890,"""Undenatured ethyl alcohol of an alcoholic strength by volume <80%vol; othe",,,,,,,,,,,,,
220900,Vinegar & substitutes for vinegar obt. from acetic acid;,,,,,,,,,,,,,
230110,"""Flours",,,,,,,,,,,,,
230120,Flours,,,,,,,,,,,,,
230210,Bran,,,,,,,,,,,,,
230230,Bran,,,,,,,,,,,,,
230240,Bran,,,,,,,,,,,,,
230250,Bran,,,,,,,,,,,,,
230310,Residues of starch manufacture & similar residues,,,,,,,,,,,,,
230320,Beet-pulp,,,,,,,,,,,,,
230330,Brewing/distilling dregs & waste,,,,,,,,,,,,,
230400,Oil-cake & other solid residues,,,,,,,,,,,,,
230500,Oil-cake & other solid residues,,,,,,,,,,,,,
230610,Oil-cake & other solid residues,,,,,,,,,,,,,
230620,Oil-cake & other solid residues,,,,,,,,,,,,,
230630,Oil-cake & other solid residues,,,,,,,,,,,,,
230641,Oil-cake & other solid residues,,,,,,,,,,,,,
230649,Oil-cake & other solid residues,,,,,,,,,,,,,
230650,Oil-cake & other solid residues,,,,,,,,,,,,,
230660,Oil-cake & other solid residues,,,,,,,,,,,,,
230690,Oil-cake & other solid residues,,,,,,,,,,,,,
230700,"""Wine lees; argol"";",,,,,,,,,,,,,
230800,Vegetable materials/waste/residues/by-products,,,,,,,,,,,,,
230910,Dog/cat food,,,,,,,,,,,,,
230990,Preparations of a kind used in animal feeding other than dog/cat food put u,,,,,,,,,,,,,
240110,Tobacco,,,,,,,,,,,,,
240120,Tobacco,,,,,,,,,,,,,
240130,Tobacco refuse;,,,,,,,,,,,,,
240210,Cigars,,,,,,,,,,,,,
240220,Cigarettes containing tobacco;,,,,,,,,,,,,,
240290,Cigars,,,,,,,,,,,,,
240310,Smoking tobacco,,,,,,,,,,,,,
240391,Homogenised/reconstituted tobacco;,,,,,,,,,,,,,
240399,"""Manufactured tobacco & manufactured tobacco substitutes",,,,,,,,,,,,,
250100,"""Salt (incl. table salt & denatured salt) & pure sodium chloride",,,,,,,,,,,,,
250200,Unroasted iron pyrites;,,,,,,,,,,,,,
250300,Sulphur of all kinds (excl. sublimed sulphur/precipitated sulphur/colloidal,,,,,,,,,,,,,
250410,Natural graphite,,,,,,,,,,,,,
250490,Natural graphite other than in powders/flakes;,,,,,,,,,,,,,
250510,Silica sands & quartz sands,,,,,,,,,,,,,
250590,Natural sands other than silica & quartz,,,,,,,,,,,,,
250610,Quartz,,,,,,,,,,,,,
250620,Quartzite,,,,,,,,,,,,,
250700,Kaolin & other kaolinic clays,,,,,,,,,,,,,
250810,Bentonite;,,,,,,,,,,,,,
250830,Fire-clay;,,,,,,,,,,,,,
250840,Clays other than expanded clays of 68.06 (excl. of 2507.00,,,,,,,,,,,,,
250850,Andalusite,,,,,,,,,,,,,
250860,Mullite;,,,,,,,,,,,,,
250870,Chamotte/dinas earths;,,,,,,,,,,,,,
250900,Chalk;,,,,,,,,,,,,,
251010,Natural calcium phosphates,,,,,,,,,,,,,
251020,Natural calcium phosphates,,,,,,,,,,,,,
251110,Natural barium carbonate (witherite),,,,,,,,,,,,,
251120,Natural barium carbonate (witherite),,,,,,,,,,,,,
251200,Siliceous fossil meals (e.g.,,,,,,,,,,,,,
251310,Pumice stone,,,,,,,,,,,,,
251320,Emery,,,,,,,,,,,,,
251400,Slate,,,,,,,,,,,,,
251511,Marble & travertine,,,,,,,,,,,,,
251512,Marble & travertine,,,,,,,,,,,,,
251520,"""Ecaussine & other calcareous monumental/building stone; alabaster",,,,,,,,,,,,,
251611,Granite,,,,,,,,,,,,,
251612,Granite,,,,,,,,,,,,,
251620,Sandstone,,,,,,,,,,,,,
251690,Monumental/building stone (excl. of 2516.11-2516.22),,,,,,,,,,,,,
251710,Pebbles/gravel/broken/crushed stone,,,,,,,,,,,,,
251720,Macadam of slag/dross/similar industrial waste,,,,,,,,,,,,,
251730,Tarred macadam,,,,,,,,,,,,,
251741,Granules,,,,,,,,,,,,,
251749,Granules,,,,,,,,,,,,,
251810,Dolomite,,,,,,,,,,,,,
251820,Calcined/sintered dolomite,,,,,,,,,,,,,
251830,Dolomite ramming mix;,,,,,,,,,,,,,
251910,Natural magnesium carbonate (magnesite);,,,,,,,,,,,,,
251990,"""Fused magnesia; dead-burned (sintered) magnesia",,,,,,,,,,,,,
252010,"""Gypsum; anhydrite"";",,,,,,,,,,,,,
252020,Plasters (consisting of calcined gypsum/calcium sulphate) whether/not colou,,,,,,,,,,,,,
252100,"""Limestone flux; limestone & other calcareous stone",,,,,,,,,,,,,
252210,Quicklime;,,,,,,,,,,,,,
252220,Slaked lime;,,,,,,,,,,,,,
252230,Hydraulic lime,,,,,,,,,,,,,
252310,Cement clinkers;,,,,,,,,,,,,,
252321,White cement,,,,,,,,,,,,,
252329,Portland cement (excl. white cement,,,,,,,,,,,,,
252330,Aluminous cement,,,,,,,,,,,,,
252390,Hydraulic cements (e.g.,,,,,,,,,,,,,
252410,Crocidolite;,,,,,,,,,,,,,
252490,Asbestos other than crocidolite;,,,,,,,,,,,,,
252510,Crude mica & mica rifted into sheets/splittings;,,,,,,,,,,,,,
252520,Mica powder;,,,,,,,,,,,,,
252530,Mica waste;,,,,,,,,,,,,,
252610,"""Natural steatite",,,,,,,,,,,,,
252620,"""Natural steatite",,,,,,,,,,,,,
252810,Natural sodium borates & concentrates thereof (whether/not calcined);,,,,,,,,,,,,,
252890,"""Natural borates & concentrates thereof (excl. sodium borates)",,,,,,,,,,,,,
252910,Felspar;,,,,,,,,,,,,,
252921,Fluorspar,,,,,,,,,,,,,
252922,Fluorspar,,,,,,,,,,,,,
252930,"""Leucite; nepheline & nepheline syenite"";",,,,,,,,,,,,,
253010,Vermiculite,,,,,,,,,,,,,
253020,Kieserite,,,,,,,,,,,,,
253090,Mineral substance,,,,,,,,,,,,,
260111,Iron ores & concentrates (excl. roasted iron pyrites),,,,,,,,,,,,,
260112,Iron ores & concentrates (excl. roasted iron pyrites),,,,,,,,,,,,,
260120,Roasted iron pyrites;,,,,,,,,,,,,,
260200,Manganese ores & concentrates,,,,,,,,,,,,,
260300,Copper ores & concentrates;,,,,,,,,,,,,,
260400,Nickel ores & concentrates;,,,,,,,,,,,,,
260500,Cobalt ores & concentrates;,,,,,,,,,,,,,
260600,Aluminium ores & concentrates;,,,,,,,,,,,,,
260700,Lead ores & concentrates;,,,,,,,,,,,,,
260800,Zinc ores & concentrates;,,,,,,,,,,,,,
260900,Tin ores & concentrates;,,,,,,,,,,,,,
261000,Chromium ores & concentrates;,,,,,,,,,,,,,
261100,Tungsten ores & concentrates;,,,,,,,,,,,,,
261210,Uranium ores & concentrates;,,,,,,,,,,,,,
261220,Thorium ores & concentrates;,,,,,,,,,,,,,
261310,Molybdenum ores & concentrates,,,,,,,,,,,,,
261390,Molybdenum ores & concentrates,,,,,,,,,,,,,
261400,Titanium ores & concentrates;,,,,,,,,,,,,,
261510,Zirconium ores & concentrates;,,,,,,,,,,,,,
261590,Niobium/tantalum/vanadium ores & concentrates;,,,,,,,,,,,,,
261610,Silver ores & concentrates;,,,,,,,,,,,,,
261690,Precious metal ores & concentrates (excl. silver ores & concentrates);,,,,,,,,,,,,,
261710,Antimony ores & concentrates;,,,,,,,,,,,,,
261790,Ores & concentrates (excl. of 2601.11-2617.10);,,,,,,,,,,,,,
261800,Granulated slag (slag sand) from the manufacture of iron/steel;,,,,,,,,,,,,,
261900,Slag,,,,,,,,,,,,,
262011,Ash & residues (excl. from the manufacture of iron/steel),,,,,,,,,,,,,
262019,Ash & residues (excl. from the manufacture of iron/steel),,,,,,,,,,,,,
262021,Leaded gasoline sludges & leaded anti-knock compound sludges;,,,,,,,,,,,,,
262029,Ash & residues (excl. from the manufacture of iron/steel) containing lead (,,,,,,,,,,,,,
262030,Ash & residues (excl. from the manufacture of iron/steel) containing mainly,,,,,,,,,,,,,
262040,Ash & residues (excl. from the manufacture of iron/steel) containing mainly,,,,,,,,,,,,,
262060,Slag,,,,,,,,,,,,,
262091,Ash & residues (excl. from the manufacture of iron/steel) containing antimo,,,,,,,,,,,,,
262099,Ash & residues (excl. from the manufacture of iron/steel),,,,,,,,,,,,,
262110,Ash & residues from the incineration of municipal waste;,,,,,,,,,,,,,
262190,Slag & ash,,,,,,,,,,,,,
270111,Anthracite coal,,,,,,,,,,,,,
270112,Bituminous coal,,,,,,,,,,,,,
270119,Coal other than anthracite & bituminous,,,,,,,,,,,,,
270120,Briquettes,,,,,,,,,,,,,
270210,Lignite,,,,,,,,,,,,,
270220,Agglomerated lignite (excl. jet);,,,,,,,,,,,,,
270300,Peat (incl. peat litter),,,,,,,,,,,,,
270400,"""Coke & semi-coke of coal/lignite/peat",,,,,,,,,,,,,
270500,Coal gas,,,,,,,,,,,,,
270600,Tar distilled from coal/lignite/peat,,,,,,,,,,,,,
270710,Benzol (benzene);,,,,,,,,,,,,,
270720,Toluol (toluene);,,,,,,,,,,,,,
270730,Xylol (xylenes);,,,,,,,,,,,,,
270740,Naphthalene;,,,,,,,,,,,,,
270750,Aromatic hydrocarbon mixtures of which 65%/more by volume,,,,,,,,,,,,,
270791,Creosote oils;,,,,,,,,,,,,,
270799,"""Oils & other products of the distillation of high temp. coal tar; similar ",,,,,,,,,,,,,
270810,Pitch,,,,,,,,,,,,,
270820,Pitch coke,,,,,,,,,,,,,
270900,Petroleum oils & oils obt. from bituminous mins.,,,,,,,,,,,,,
271011,Light petroleum oils & preparations;,,,,,,,,,,,,,
271019,Petroleum oils & oils obtained from bituminous minerals (other than crude) ,,,,,,,,,,,,,
271091,Waste oils containing polychlorinated biphenyls (PCBs)/polychlorinated terp,,,,,,,,,,,,,
271099,Waste oils other than those containing polychlorinated biphenyls (PCBs)/pol,,,,,,,,,,,,,
271111,Natural gas,,,,,,,,,,,,,
271112,Propane,,,,,,,,,,,,,
271113,Butanes,,,,,,,,,,,,,
271114,Ethylene,,,,,,,,,,,,,
271119,Petroleum gases other than natural gas/propane/butanes/ethylene,,,,,,,,,,,,,
271121,Natural gas,,,,,,,,,,,,,
271129,Petroleum gases & gaseous hydrocarbons,,,,,,,,,,,,,
271210,Petroleum jelly;,,,,,,,,,,,,,
271220,Paraffin wax containing by weight <0.75% of oil;,,,,,,,,,,,,,
271290,Micro-crystalline petroleum wax,,,,,,,,,,,,,
271311,Petroleum coke,,,,,,,,,,,,,
271312,Petroleum coke,,,,,,,,,,,,,
271320,Petroleum bitumen;,,,,,,,,,,,,,
271390,Residues of petroleum oils/oils obt. from bituminous mins.,,,,,,,,,,,,,
271410,Bituminous/oil shale & tar sands;,,,,,,,,,,,,,
271490,"""Bitumen & asphalt",,,,,,,,,,,,,
271500,Bituminous mixtures based on natural asphalt/natural bitumen/petroleum bitu,,,,,,,,,,,,,
271600,Electrical energy (optional heading);,,,,,,,,,,,,,
280110,Chlorine;,,,,,,,,,,,,,
280120,Iodine;,,,,,,,,,,,,,
280130,"""Fluorine; bromine"";",,,,,,,,,,,,,
280200,"""Sulphur",,,,,,,,,,,,,
280300,Carbon (carbon blacks & other forms of carbon,,,,,,,,,,,,,
280410,Hydrogen;,,,,,,,,,,,,,
280421,Argon;,,,,,,,,,,,,,
280429,Rare gases other than argon;,,,,,,,,,,,,,
280430,Nitrogen;,,,,,,,,,,,,,
280440,Oxygen;,,,,,,,,,,,,,
280450,"""Boron; tellurium"";",,,,,,,,,,,,,
280461,Silicon,,,,,,,,,,,,,
280469,Silicon,,,,,,,,,,,,,
280470,Phosphorus;,,,,,,,,,,,,,
280480,Arsenic;,,,,,,,,,,,,,
280490,Selenium;,,,,,,,,,,,,,
280511,Sodium;,,,,,,,,,,,,,
280512,Calcium;,,,,,,,,,,,,,
280519,Alkali/alkaline-earth metals other than sodium & calcium;,,,,,,,,,,,,,
280530,Rare-earth metals,,,,,,,,,,,,,
280540,Mercury;,,,,,,,,,,,,,
280610,Hydrogen chloride (hydrochloric acid);,,,,,,,,,,,,,
280620,Chlorosulphuric acid;,,,,,,,,,,,,,
280700,"""Sulphuric acid; oleum"";",,,,,,,,,,,,,
280800,"""Nitric acid; sulphonitric acids"";",,,,,,,,,,,,,
280910,Diphosphorus pentaoxide;,,,,,,,,,,,,,
280920,Phosphoric acid & polyphosphoric acids,,,,,,,,,,,,,
281000,"""Oxides of boron; boric acids"";",,,,,,,,,,,,,
281111,Hydrogen fluoride (hydrofluoric acid);,,,,,,,,,,,,,
281119,Inorganic acids other than hydrogen fluoride;,,,,,,,,,,,,,
281121,Carbon dioxide;,,,,,,,,,,,,,
281122,Silicon dioxide;,,,,,,,,,,,,,
281129,Inorganic oxygen comps. of non-metals (excl. of 2811.21& 2811.22),,,,,,,,,,,,,
281210,Chlorides & chloride oxides of non-metals;,,,,,,,,,,,,,
281290,Halides & halide oxides of non-metals other than chlorides & chloride oxide,,,,,,,,,,,,,
281310,Carbon disulphide;,,,,,,,,,,,,,
281390,"""Sulphides of non-metals (excl. carbon disulphide); commercial phosphorus t",,,,,,,,,,,,,
281410,Anhydrous ammonia;,,,,,,,,,,,,,
281420,Ammonia in aqueous solution;,,,,,,,,,,,,,
281511,Sodium hydroxide (caustic soda),,,,,,,,,,,,,
281512,Sodium hydroxide (caustic soda),,,,,,,,,,,,,
281520,Potassium hydroxide (caustic potash);,,,,,,,,,,,,,
281530,Peroxides of sodium/potassium;,,,,,,,,,,,,,
281610,Hydroxide & peroxide of magnesium;,,,,,,,,,,,,,
281640,Oxides,,,,,,,,,,,,,
281700,"""Zinc oxide; zinc peroxide"";",,,,,,,,,,,,,
281810,Artificial corundum,,,,,,,,,,,,,
281820,Aluminium oxide (excl. artificial corundum);,,,,,,,,,,,,,
281830,Aluminium hydroxide;,,,,,,,,,,,,,
281910,Chromium trioxide;,,,,,,,,,,,,,
281990,Chromium oxides (excl. chromium trioxide) & hydroxides;,,,,,,,,,,,,,
282010,Manganese dioxide;,,,,,,,,,,,,,
282090,Manganese oxides other than manganese dioxide;,,,,,,,,,,,,,
282110,Iron oxides & hydroxides;,,,,,,,,,,,,,
282120,Earth colours containing 70%/more by weight of combined iron evaluated as F,,,,,,,,,,,,,
282200,"""Cobalt oxides & hydroxides; commercial cobalt oxides"";",,,,,,,,,,,,,
282300,Titanium oxides;,,,,,,,,,,,,,
282410,Lead monoxide (litharge,,,,,,,,,,,,,
282490,"""Lead oxides (excl. of 2824.10);red lead&orange lead"";",,,,,,,,,,,,,
282510,Hydrazine & hydroxylamine & their inorganic salts;,,,,,,,,,,,,,
