,j,cs,ns,cn,nn
2014,LT,656854.42953,1299375.98469,10213349.7976,12758854.942
2014,LV,211898.78713,930320.54542,2791684.89381,6922520.77465
2014,LY,24375.755,124803.941,2004247.946,6728160.61
2014,MA,141435.749,519369.442,6273173.04,21897690.086
2014,MD,33021.15676,222009.98493,830820.19144,2234971.93984
2014,MG,71978.54852,109953.63532,458298.95755,1401029.46408
2014,MH,45.872,158201.028,112697.119,9902865.763
2014,ML,32420.622,59442.366,503234.198,1164197.978
2014,MM,191871.314,485114.299,4168696.08,10513865.128
2014,MN,4404.12984,14701.33049,802188.97492,2206165.15172
2014,MO,820.38841,1676.6537,964062.10336,3657169.92147
2014,MP,2.952,36.423,2748.938,20754.194
2014,MR,8515.10146,66847.47223,903670.06534,2655208.5552
2014,MS,0.0,123.052,8924.27573,18243.90764
2014,MT,108812.2296,134251.29349,769189.7424,4361473.26892
2014,MU,105642.17728,153408.2916,628081.41311,2409784.06517
2014,MV,46471.09247,110257.04414,229058.74621,552078.23083
2014,MW,64013.92953,142036.70593,487067.64341,1178952.07318
2014,MX,1602322.69021,3396075.88563,60436052.7503,246916965.229
2014,MY,1209153.61519,2274255.79623,34220908.137,115908976.195
2014,MZ,128077.25434,207274.05718,1547254.00494,5505724.32262
2014,NC,17017.82716,14266.70917,401317.80986,1324571.62858
2014,NE,38107.45412,94745.67572,401724.32393,1037847.95665
2014,NF,0.0,130.549,2049.274,5913.533
2014,NG,507820.49491,1601880.69182,7795532.73885,24528328.2619
2014,NI,24962.8192,66397.64744,1361330.46432,2743508.65517
2014,NL,6580916.34322,7160176.54436,140127309.907,253264063.641
2014,NO,1246470.33635,1870724.59693,16139974.2393,48470460.9022
2014,NP,1055483.05318,1868297.55901,405857.80145,1750164.6052
2014,NR,0.0,21.401,19303.468,23186.349
2014,NU,0.0,0.0,1572.272,9475.248
2014,NZ,90785.89152,261966.68493,8903901.58831,20492134.752
2014,OM,300716.32607,609712.44939,5164244.96689,18131133.5731
2014,PA,81230.32251,238205.30099,6981679.07646,12341040.2569
2014,PE,600967.24043,711724.60789,8644147.9846,22480929.4706
2014,PF,834.63988,6319.57709,189321.49552,622995.21711
2014,PG,8896.052,26845.279,1248569.737,2131249.281
2014,PH,321742.094,894617.507,14638191.454,52096664.481
2014,PK,359283.02064,1820977.78178,10794311.2036,23118936.8952
2014,PL,278392.01189,1134776.11012,52492200.1794,122623749.986
2014,PM,0.0,20.462,13664.632,23970.834
2014,PN,0.0,0.0,846.499,889.063
2014,PT,1146676.09454,1032214.4994,19715267.1085,35736441.2454
2014,PW,21.744,38.221,13824.7251,48621.22972
2014,PY,32488.74017,106522.7759,1750055.17341,5578044.68773
2014,QA,187583.27278,840140.31995,4853939.53028,20052018.8066
2014,RO,845096.82982,1791709.53415,17602719.6373,39528418.7448
2014,RU,1576229.49936,5757652.27088,40370540.117,161281690.927
2014,RW,46399.54877,54670.17032,386238.71606,965084.78118
2014,SA,859498.678,2949293.724,19326115.941,79996432.622
2014,SB,290.031,980.301,42716.415,117428.102
2014,SC,9266.437,21575.032,93693.851,215871.301
2014,SE,2726939.74584,2450681.04488,30861830.2317,75334931.2003
2014,SG,989427.56555,2858263.50889,69354264.5566,140802291.841
2014,SH,1.397,17.802,10946.197,33812.047
2014,SI,202161.81438,469793.86037,5947974.36519,15245145.0048
2014,SK,1038244.82822,2561367.93795,17128833.7789,42680382.2965
2014,SL,14011.77044,44422.22402,232252.82783,665779.73276
2014,SM,196.419,1686.005,74322.42,105747.412
2014,SN,579399.22492,161207.42928,945351.00858,3040976.46115
2014,SO,3986.03,87498.788,103496.627,544369.529
2014,SR,6056.53684,22222.35698,350479.51931,911330.18042
2014,ST,169.4223,1153.53348,20952.38698,55506.72846
2014,SV,21403.89112,83193.64027,1480762.27979,4892691.42297
2014,SY,39643.085,111197.036,815133.969,2886474.785
2014,TC,0.0,204.829,25227.023,73294.317
2014,TD,12989.254,25742.787,238133.056,723201.4
2014,TF,321.125,1331.957,3835.206,15398.413
2014,TG,36157.133,208133.447,530094.668,2806796.728
2014,TH,1603809.14357,2337485.10224,64100054.5307,112760859.178
2014,TJ,13278.213,11787.677,602043.427,1888684.854
2014,TK,0.0,0.0,998.924,4145.004
2014,TM,38539.066,35971.483,1670576.433,4395293.323
2014,TN,69493.805,289013.037,5319566.305,11831193.545
2014,TO,577.76977,254.91491,22959.67217,89139.36953
2014,TP,320.112,1415.363,64891.571,197212.684
2014,TR,2787393.66652,6083725.23109,38373689.8431,131935785.488
2014,TT,42368.293,50603.168,1291421.858,2996617.748
2014,TV,155807.04465,749977.37766,5150383.90004,8826540.59767
2014,TW,577035.331,1196690.593,36839709.338,134645974.774
2014,TZ,287334.78299,542625.01453,1949048.9437,5744718.56759
2014,UA,997971.05911,1889081.0979,14220315.7886,21390071.5321
2014,UG,129747.37128,341513.99357,810624.8456,2258997.91495
2014,US,7838390.07036,18571560.7493,467124982.815,1142688161.8
2014,UY,532613.73636,148815.80775,2739947.42423,5487611.00296
2014,UZ,31721.83,109899.076,2578309.766,7465851.922
2014,VC,5146.53,11423.439,21192.584,117201.751
2014,VE,158441.182,287221.897,5532950.322,18148023.654
2014,VG,391.625,3558.265,290112.884,958504.1
2014,VN,764187.01369,2481176.38619,25031948.0795,91698813.8856
2014,VU,27.094,168931.857,34299.484,97730.539
2014,WF,3.2,16.924,6038.779,12266.549
2014,WS,1538.76838,1575.5794,64075.16411,147968.49733
2014,YE,98134.73039,471876.77571,1510627.84255,6960977.1304
2014,ZA,6412143.29476,3318433.38277,23153605.7594,50957364.1406
2014,ZM,103751.4899,267108.25886,2933130.50565,4157765.32264
2014,ZR,52437.607,106736.97,1249904.992,2830686.361
2014,ZW,39061.55312,74509.27038,942278.39797,2682183.89651
